,Village,Village Latitude,Village Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,Agartoli,23.376190185546875,85.43927764892578,Radisson Blu Hotel Ranchi,23.35146348398378,85.32433301210403,Hotel
1,Agartoli,23.376190185546875,85.43927764892578,Kaveri,23.3580377501143,85.32503349521737,Indian Restaurant
2,Agartoli,23.376190185546875,85.43927764892578,"Fun Cinema, Ranchi",23.3335764728848,85.31929282543678,Multiplex
3,Agartoli,23.376190185546875,85.43927764892578,GEL Church Complex,23.357995470516006,85.32481103817312,Shopping Mall
4,Agartoli,23.376190185546875,85.43927764892578,JSCA International Stadium Complex,23.310397965140343,85.27495782117664,Stadium
5,Agartoli,23.376190185546875,85.43927764892578,Domino's Pizza,23.35915860844852,85.32557487487793,Pizza Place
6,Agartoli,23.376190185546875,85.43927764892578,JD Hi Street Mall,23.35790298922666,85.32465771519264,Shopping Mall
7,Agartoli,23.376190185546875,85.43927764892578,"The Great Kabab Factory,Radisson Blu",23.35141669626217,85.32433032989502,Indian Restaurant
8,Agartoli,23.376190185546875,85.43927764892578,Cafe Coffee Day,23.35953534811086,85.3254136477807,Café
9,Agartoli,23.376190185546875,85.43927764892578,Hotel Chanakya BNR,23.350351700782948,85.33382505477717,Hotel Bar
10,Agartoli,23.376190185546875,85.43927764892578,KFC,23.354085440356737,85.33287155675063,Fast Food Restaurant
11,Agartoli,23.376190185546875,85.43927764892578,Hot and Cold,23.411074865453628,85.44116735458374,Coffee Shop
12,Agartoli,23.376190185546875,85.43927764892578,Sharma Dhaba,23.42362900797229,85.43835076011172,Coffee Shop
13,Agartoli,23.376190185546875,85.43927764892578,Reliance Mart,23.396301502557755,85.31420487446655,Department Store
14,Agartoli,23.376190185546875,85.43927764892578,Hatia Railway Station,23.309754476257524,85.30840584304235,Train Station
15,Angara,23.376190185546875,85.43927764892578,Radisson Blu Hotel Ranchi,23.35146348398378,85.32433301210403,Hotel
16,Angara,23.376190185546875,85.43927764892578,Kaveri,23.3580377501143,85.32503349521737,Indian Restaurant
17,Angara,23.376190185546875,85.43927764892578,"Fun Cinema, Ranchi",23.3335764728848,85.31929282543678,Multiplex
18,Angara,23.376190185546875,85.43927764892578,GEL Church Complex,23.357995470516006,85.32481103817312,Shopping Mall
19,Angara,23.376190185546875,85.43927764892578,JSCA International Stadium Complex,23.310397965140343,85.27495782117664,Stadium
20,Angara,23.376190185546875,85.43927764892578,Domino's Pizza,23.35915860844852,85.32557487487793,Pizza Place
21,Angara,23.376190185546875,85.43927764892578,JD Hi Street Mall,23.35790298922666,85.32465771519264,Shopping Mall
22,Angara,23.376190185546875,85.43927764892578,"The Great Kabab Factory,Radisson Blu",23.35141669626217,85.32433032989502,Indian Restaurant
23,Angara,23.376190185546875,85.43927764892578,Cafe Coffee Day,23.35953534811086,85.3254136477807,Café
24,Angara,23.376190185546875,85.43927764892578,Hotel Chanakya BNR,23.350351700782948,85.33382505477717,Hotel Bar
25,Angara,23.376190185546875,85.43927764892578,KFC,23.354085440356737,85.33287155675063,Fast Food Restaurant
26,Angara,23.376190185546875,85.43927764892578,Hot and Cold,23.411074865453628,85.44116735458374,Coffee Shop
27,Angara,23.376190185546875,85.43927764892578,Sharma Dhaba,23.42362900797229,85.43835076011172,Coffee Shop
28,Angara,23.376190185546875,85.43927764892578,Reliance Mart,23.396301502557755,85.31420487446655,Department Store
29,Angara,23.376190185546875,85.43927764892578,Hatia Railway Station,23.309754476257524,85.30840584304235,Train Station
30,Asri,23.35721015930176,85.66690063476562,Swarnrekha,23.522962,85.70367,Dhaba
31,Asri,23.35721015930176,85.66690063476562,Muri Railway Station,23.376722038171216,85.86697726242322,Platform
32,Asri,23.35721015930176,85.66690063476562,Muri,23.376867,85.867236,Light Rail Station
33,Asri,23.35721015930176,85.66690063476562,HDFC Bank,23.536451,85.720508,ATM
34,Asri,23.35721015930176,85.66690063476562,Hotel Panchwati,23.19220542907715,85.55433654785156,Fast Food Restaurant
35,Badri,23.43267059326172,85.63327026367188,Madhuvan,23.465309555495054,85.4605297398562,Restaurant
36,Badri,23.43267059326172,85.63327026367188,Canteen,23.41284706430992,85.44221878051758,Food Court
37,Badri,23.43267059326172,85.63327026367188,Hot and Cold,23.411074865453628,85.44116735458374,Coffee Shop
38,Badri,23.43267059326172,85.63327026367188,Sharma Dhaba,23.42362900797229,85.43835076011172,Coffee Shop
39,Badri,23.43267059326172,85.63327026367188,Hostel IV,23.416174795809084,85.43749809265137,Fraternity House
40,Baheya,23.370399475097656,85.48793029785156,Radisson Blu Hotel Ranchi,23.35146348398378,85.32433301210403,Hotel
41,Baheya,23.370399475097656,85.48793029785156,Kaveri,23.3580377501143,85.32503349521737,Indian Restaurant
42,Baheya,23.370399475097656,85.48793029785156,"Fun Cinema, Ranchi",23.3335764728848,85.31929282543678,Multiplex
43,Baheya,23.370399475097656,85.48793029785156,GEL Church Complex,23.357995470516006,85.32481103817312,Shopping Mall
44,Baheya,23.370399475097656,85.48793029785156,Domino's Pizza,23.35915860844852,85.32557487487793,Pizza Place
45,Baheya,23.370399475097656,85.48793029785156,JD Hi Street Mall,23.35790298922666,85.32465771519264,Shopping Mall
46,Baheya,23.370399475097656,85.48793029785156,"The Great Kabab Factory,Radisson Blu",23.35141669626217,85.32433032989502,Indian Restaurant
47,Baheya,23.370399475097656,85.48793029785156,Cafe Coffee Day,23.35953534811086,85.3254136477807,Café
48,Baheya,23.370399475097656,85.48793029785156,Hotel Chanakya BNR,23.350351700782948,85.33382505477717,Hotel Bar
49,Baheya,23.370399475097656,85.48793029785156,KFC,23.354085440356737,85.33287155675063,Fast Food Restaurant
50,Baheya,23.370399475097656,85.48793029785156,Hot and Cold,23.411074865453628,85.44116735458374,Coffee Shop
51,Baheya,23.370399475097656,85.48793029785156,Sharma Dhaba,23.42362900797229,85.43835076011172,Coffee Shop
52,Baheya,23.370399475097656,85.48793029785156,Reliance Mart,23.396301502557755,85.31420487446655,Department Store
53,Baheya,23.370399475097656,85.48793029785156,Hatia Railway Station,23.309754476257524,85.30840584304235,Train Station
54,Bakshidih,23.376190185546875,85.43927764892578,Radisson Blu Hotel Ranchi,23.35146348398378,85.32433301210403,Hotel
55,Bakshidih,23.376190185546875,85.43927764892578,Kaveri,23.3580377501143,85.32503349521737,Indian Restaurant
56,Bakshidih,23.376190185546875,85.43927764892578,"Fun Cinema, Ranchi",23.3335764728848,85.31929282543678,Multiplex
57,Bakshidih,23.376190185546875,85.43927764892578,GEL Church Complex,23.357995470516006,85.32481103817312,Shopping Mall
58,Bakshidih,23.376190185546875,85.43927764892578,JSCA International Stadium Complex,23.310397965140343,85.27495782117664,Stadium
59,Bakshidih,23.376190185546875,85.43927764892578,Domino's Pizza,23.35915860844852,85.32557487487793,Pizza Place
60,Bakshidih,23.376190185546875,85.43927764892578,JD Hi Street Mall,23.35790298922666,85.32465771519264,Shopping Mall
61,Bakshidih,23.376190185546875,85.43927764892578,"The Great Kabab Factory,Radisson Blu",23.35141669626217,85.32433032989502,Indian Restaurant
62,Bakshidih,23.376190185546875,85.43927764892578,Cafe Coffee Day,23.35953534811086,85.3254136477807,Café
63,Bakshidih,23.376190185546875,85.43927764892578,Hotel Chanakya BNR,23.350351700782948,85.33382505477717,Hotel Bar
64,Bakshidih,23.376190185546875,85.43927764892578,KFC,23.354085440356737,85.33287155675063,Fast Food Restaurant
65,Bakshidih,23.376190185546875,85.43927764892578,Hot and Cold,23.411074865453628,85.44116735458374,Coffee Shop
66,Bakshidih,23.376190185546875,85.43927764892578,Sharma Dhaba,23.42362900797229,85.43835076011172,Coffee Shop
67,Bakshidih,23.376190185546875,85.43927764892578,Reliance Mart,23.396301502557755,85.31420487446655,Department Store
68,Bakshidih,23.376190185546875,85.43927764892578,Hatia Railway Station,23.309754476257524,85.30840584304235,Train Station
69,Banpur,23.33406066894531,85.52617645263672,Radisson Blu Hotel Ranchi,23.35146348398378,85.32433301210403,Hotel
70,Banpur,23.33406066894531,85.52617645263672,Kaveri,23.3580377501143,85.32503349521737,Indian Restaurant
71,Banpur,23.33406066894531,85.52617645263672,"Fun Cinema, Ranchi",23.3335764728848,85.31929282543678,Multiplex
72,Banpur,23.33406066894531,85.52617645263672,GEL Church Complex,23.357995470516006,85.32481103817312,Shopping Mall
73,Banpur,23.33406066894531,85.52617645263672,Domino's Pizza,23.35915860844852,85.32557487487793,Pizza Place
74,Banpur,23.33406066894531,85.52617645263672,JD Hi Street Mall,23.35790298922666,85.32465771519264,Shopping Mall
75,Banpur,23.33406066894531,85.52617645263672,"The Great Kabab Factory,Radisson Blu",23.35141669626217,85.32433032989502,Indian Restaurant
76,Banpur,23.33406066894531,85.52617645263672,Cafe Coffee Day,23.35953534811086,85.3254136477807,Café
77,Banpur,23.33406066894531,85.52617645263672,Hotel Chanakya BNR,23.350351700782948,85.33382505477717,Hotel Bar
78,Banpur,23.33406066894531,85.52617645263672,KFC,23.354085440356737,85.33287155675063,Fast Food Restaurant
79,Banpur,23.33406066894531,85.52617645263672,Hot and Cold,23.411074865453628,85.44116735458374,Coffee Shop
80,Banpur,23.33406066894531,85.52617645263672,Sharma Dhaba,23.42362900797229,85.43835076011172,Coffee Shop
81,Barkigorang,23.426820755004886,85.57050323486328,Madhuvan,23.465309555495054,85.4605297398562,Restaurant
82,Barkigorang,23.426820755004886,85.57050323486328,Canteen,23.41284706430992,85.44221878051758,Food Court
83,Barkigorang,23.426820755004886,85.57050323486328,Hot and Cold,23.411074865453628,85.44116735458374,Coffee Shop
84,Barkigorang,23.426820755004886,85.57050323486328,Sharma Dhaba,23.42362900797229,85.43835076011172,Coffee Shop
85,Barwadag,23.36068916320801,85.68608093261719,Swarnrekha,23.522962,85.70367,Dhaba
86,Barwadag,23.36068916320801,85.68608093261719,Muri Railway Station,23.376722038171216,85.86697726242322,Platform
87,Barwadag,23.36068916320801,85.68608093261719,Muri,23.376867,85.867236,Light Rail Station
88,Barwadag,23.36068916320801,85.68608093261719,HDFC Bank,23.536451,85.720508,ATM
89,Benadag,23.376190185546875,85.43927764892578,Radisson Blu Hotel Ranchi,23.35146348398378,85.32433301210403,Hotel
90,Benadag,23.376190185546875,85.43927764892578,Kaveri,23.3580377501143,85.32503349521737,Indian Restaurant
91,Benadag,23.376190185546875,85.43927764892578,"Fun Cinema, Ranchi",23.3335764728848,85.31929282543678,Multiplex
92,Benadag,23.376190185546875,85.43927764892578,GEL Church Complex,23.357995470516006,85.32481103817312,Shopping Mall
93,Benadag,23.376190185546875,85.43927764892578,JSCA International Stadium Complex,23.310397965140343,85.27495782117664,Stadium
94,Benadag,23.376190185546875,85.43927764892578,Domino's Pizza,23.35915860844852,85.32557487487793,Pizza Place
95,Benadag,23.376190185546875,85.43927764892578,JD Hi Street Mall,23.35790298922666,85.32465771519264,Shopping Mall
96,Benadag,23.376190185546875,85.43927764892578,"The Great Kabab Factory,Radisson Blu",23.35141669626217,85.32433032989502,Indian Restaurant
97,Benadag,23.376190185546875,85.43927764892578,Cafe Coffee Day,23.35953534811086,85.3254136477807,Café
98,Benadag,23.376190185546875,85.43927764892578,Hotel Chanakya BNR,23.350351700782948,85.33382505477717,Hotel Bar
99,Benadag,23.376190185546875,85.43927764892578,KFC,23.354085440356737,85.33287155675063,Fast Food Restaurant
100,Benadag,23.376190185546875,85.43927764892578,Hot and Cold,23.411074865453628,85.44116735458374,Coffee Shop
101,Benadag,23.376190185546875,85.43927764892578,Sharma Dhaba,23.42362900797229,85.43835076011172,Coffee Shop
102,Benadag,23.376190185546875,85.43927764892578,Reliance Mart,23.396301502557755,85.31420487446655,Department Store
103,Benadag,23.376190185546875,85.43927764892578,Hatia Railway Station,23.309754476257524,85.30840584304235,Train Station
104,Berwari,23.39995002746582,85.47669219970703,Radisson Blu Hotel Ranchi,23.35146348398378,85.32433301210403,Hotel
105,Berwari,23.39995002746582,85.47669219970703,Kaveri,23.3580377501143,85.32503349521737,Indian Restaurant
106,Berwari,23.39995002746582,85.47669219970703,"Fun Cinema, Ranchi",23.3335764728848,85.31929282543678,Multiplex
107,Berwari,23.39995002746582,85.47669219970703,GEL Church Complex,23.357995470516006,85.32481103817312,Shopping Mall
108,Berwari,23.39995002746582,85.47669219970703,Domino's Pizza,23.35915860844852,85.32557487487793,Pizza Place
109,Berwari,23.39995002746582,85.47669219970703,JD Hi Street Mall,23.35790298922666,85.32465771519264,Shopping Mall
110,Berwari,23.39995002746582,85.47669219970703,"The Great Kabab Factory,Radisson Blu",23.35141669626217,85.32433032989502,Indian Restaurant
111,Berwari,23.39995002746582,85.47669219970703,Cafe Coffee Day,23.35953534811086,85.3254136477807,Café
112,Berwari,23.39995002746582,85.47669219970703,Hotel Chanakya BNR,23.350351700782948,85.33382505477717,Hotel Bar
113,Berwari,23.39995002746582,85.47669219970703,KFC,23.354085440356737,85.33287155675063,Fast Food Restaurant
114,Berwari,23.39995002746582,85.47669219970703,Hot and Cold,23.411074865453628,85.44116735458374,Coffee Shop
115,Berwari,23.39995002746582,85.47669219970703,Sharma Dhaba,23.42362900797229,85.43835076011172,Coffee Shop
116,Berwari,23.39995002746582,85.47669219970703,Reliance Mart,23.396301502557755,85.31420487446655,Department Store
117,Berwari,23.39995002746582,85.47669219970703,Hatia Railway Station,23.309754476257524,85.30840584304235,Train Station
118,Beti(Benti),23.40806007385254,85.60739135742188,Madhuvan,23.465309555495054,85.4605297398562,Restaurant
119,Beti(Benti),23.40806007385254,85.60739135742188,Canteen,23.41284706430992,85.44221878051758,Food Court
120,Beti(Benti),23.40806007385254,85.60739135742188,Hot and Cold,23.411074865453628,85.44116735458374,Coffee Shop
121,Beti(Benti),23.40806007385254,85.60739135742188,Sharma Dhaba,23.42362900797229,85.43835076011172,Coffee Shop
122,Bisa,23.39533042907715,85.5613784790039,Canteen,23.41284706430992,85.44221878051758,Food Court
123,Bisa,23.39533042907715,85.5613784790039,Hot and Cold,23.411074865453628,85.44116735458374,Coffee Shop
124,Bisa,23.39533042907715,85.5613784790039,Madhuvan,23.465309555495054,85.4605297398562,Restaurant
125,Bisa,23.39533042907715,85.5613784790039,Sharma Dhaba,23.42362900797229,85.43835076011172,Coffee Shop
126,Bongaibera,23.361560821533203,85.51692199707031,Radisson Blu Hotel Ranchi,23.35146348398378,85.32433301210403,Hotel
127,Bongaibera,23.361560821533203,85.51692199707031,Kaveri,23.3580377501143,85.32503349521737,Indian Restaurant
128,Bongaibera,23.361560821533203,85.51692199707031,"Fun Cinema, Ranchi",23.3335764728848,85.31929282543678,Multiplex
129,Bongaibera,23.361560821533203,85.51692199707031,GEL Church Complex,23.357995470516006,85.32481103817312,Shopping Mall
130,Bongaibera,23.361560821533203,85.51692199707031,Domino's Pizza,23.35915860844852,85.32557487487793,Pizza Place
131,Bongaibera,23.361560821533203,85.51692199707031,JD Hi Street Mall,23.35790298922666,85.32465771519264,Shopping Mall
132,Bongaibera,23.361560821533203,85.51692199707031,"The Great Kabab Factory,Radisson Blu",23.35141669626217,85.32433032989502,Indian Restaurant
133,Bongaibera,23.361560821533203,85.51692199707031,Cafe Coffee Day,23.35953534811086,85.3254136477807,Café
134,Bongaibera,23.361560821533203,85.51692199707031,Hotel Chanakya BNR,23.350351700782948,85.33382505477717,Hotel Bar
135,Bongaibera,23.361560821533203,85.51692199707031,KFC,23.354085440356737,85.33287155675063,Fast Food Restaurant
136,Bongaibera,23.361560821533203,85.51692199707031,Hot and Cold,23.411074865453628,85.44116735458374,Coffee Shop
137,Bongaibera,23.361560821533203,85.51692199707031,Sharma Dhaba,23.42362900797229,85.43835076011172,Coffee Shop
138,Bongaibera,23.361560821533203,85.51692199707031,Reliance Mart,23.396301502557755,85.31420487446655,Department Store
139,Buki,23.43108940124512,85.56249237060547,Madhuvan,23.465309555495054,85.4605297398562,Restaurant
140,Buki,23.43108940124512,85.56249237060547,Canteen,23.41284706430992,85.44221878051758,Food Court
141,Buki,23.43108940124512,85.56249237060547,Hot and Cold,23.411074865453628,85.44116735458374,Coffee Shop
142,Buki,23.43108940124512,85.56249237060547,Sharma Dhaba,23.42362900797229,85.43835076011172,Coffee Shop
143,Burhibera,23.34627914428711,85.49939727783203,Radisson Blu Hotel Ranchi,23.35146348398378,85.32433301210403,Hotel
144,Burhibera,23.34627914428711,85.49939727783203,Kaveri,23.3580377501143,85.32503349521737,Indian Restaurant
145,Burhibera,23.34627914428711,85.49939727783203,"Fun Cinema, Ranchi",23.3335764728848,85.31929282543678,Multiplex
146,Burhibera,23.34627914428711,85.49939727783203,GEL Church Complex,23.357995470516006,85.32481103817312,Shopping Mall
147,Burhibera,23.34627914428711,85.49939727783203,Domino's Pizza,23.35915860844852,85.32557487487793,Pizza Place
148,Burhibera,23.34627914428711,85.49939727783203,JD Hi Street Mall,23.35790298922666,85.32465771519264,Shopping Mall
149,Burhibera,23.34627914428711,85.49939727783203,"The Great Kabab Factory,Radisson Blu",23.35141669626217,85.32433032989502,Indian Restaurant
150,Burhibera,23.34627914428711,85.49939727783203,Cafe Coffee Day,23.35953534811086,85.3254136477807,Café
151,Burhibera,23.34627914428711,85.49939727783203,Hotel Chanakya BNR,23.350351700782948,85.33382505477717,Hotel Bar
152,Burhibera,23.34627914428711,85.49939727783203,KFC,23.354085440356737,85.33287155675063,Fast Food Restaurant
153,Burhibera,23.34627914428711,85.49939727783203,Hot and Cold,23.411074865453628,85.44116735458374,Coffee Shop
154,Burhibera,23.34627914428711,85.49939727783203,Sharma Dhaba,23.42362900797229,85.43835076011172,Coffee Shop
155,Burhibera,23.34627914428711,85.49939727783203,Reliance Mart,23.396301502557755,85.31420487446655,Department Store
156,Burhibera,23.34627914428711,85.49939727783203,Hatia Railway Station,23.309754476257524,85.30840584304235,Train Station
157,Chaldag,23.376190185546875,85.43927764892578,Radisson Blu Hotel Ranchi,23.35146348398378,85.32433301210403,Hotel
158,Chaldag,23.376190185546875,85.43927764892578,Kaveri,23.3580377501143,85.32503349521737,Indian Restaurant
159,Chaldag,23.376190185546875,85.43927764892578,"Fun Cinema, Ranchi",23.3335764728848,85.31929282543678,Multiplex
160,Chaldag,23.376190185546875,85.43927764892578,GEL Church Complex,23.357995470516006,85.32481103817312,Shopping Mall
161,Chaldag,23.376190185546875,85.43927764892578,JSCA International Stadium Complex,23.310397965140343,85.27495782117664,Stadium
162,Chaldag,23.376190185546875,85.43927764892578,Domino's Pizza,23.35915860844852,85.32557487487793,Pizza Place
163,Chaldag,23.376190185546875,85.43927764892578,JD Hi Street Mall,23.35790298922666,85.32465771519264,Shopping Mall
164,Chaldag,23.376190185546875,85.43927764892578,"The Great Kabab Factory,Radisson Blu",23.35141669626217,85.32433032989502,Indian Restaurant
165,Chaldag,23.376190185546875,85.43927764892578,Cafe Coffee Day,23.35953534811086,85.3254136477807,Café
166,Chaldag,23.376190185546875,85.43927764892578,Hotel Chanakya BNR,23.350351700782948,85.33382505477717,Hotel Bar
167,Chaldag,23.376190185546875,85.43927764892578,KFC,23.354085440356737,85.33287155675063,Fast Food Restaurant
168,Chaldag,23.376190185546875,85.43927764892578,Hot and Cold,23.411074865453628,85.44116735458374,Coffee Shop
169,Chaldag,23.376190185546875,85.43927764892578,Sharma Dhaba,23.42362900797229,85.43835076011172,Coffee Shop
170,Chaldag,23.376190185546875,85.43927764892578,Reliance Mart,23.396301502557755,85.31420487446655,Department Store
171,Chaldag,23.376190185546875,85.43927764892578,Hatia Railway Station,23.309754476257524,85.30840584304235,Train Station
172,Chatra,23.376190185546875,85.43927764892578,Radisson Blu Hotel Ranchi,23.35146348398378,85.32433301210403,Hotel
173,Chatra,23.376190185546875,85.43927764892578,Kaveri,23.3580377501143,85.32503349521737,Indian Restaurant
174,Chatra,23.376190185546875,85.43927764892578,"Fun Cinema, Ranchi",23.3335764728848,85.31929282543678,Multiplex
175,Chatra,23.376190185546875,85.43927764892578,GEL Church Complex,23.357995470516006,85.32481103817312,Shopping Mall
176,Chatra,23.376190185546875,85.43927764892578,JSCA International Stadium Complex,23.310397965140343,85.27495782117664,Stadium
177,Chatra,23.376190185546875,85.43927764892578,Domino's Pizza,23.35915860844852,85.32557487487793,Pizza Place
178,Chatra,23.376190185546875,85.43927764892578,JD Hi Street Mall,23.35790298922666,85.32465771519264,Shopping Mall
179,Chatra,23.376190185546875,85.43927764892578,"The Great Kabab Factory,Radisson Blu",23.35141669626217,85.32433032989502,Indian Restaurant
180,Chatra,23.376190185546875,85.43927764892578,Cafe Coffee Day,23.35953534811086,85.3254136477807,Café
181,Chatra,23.376190185546875,85.43927764892578,Hotel Chanakya BNR,23.350351700782948,85.33382505477717,Hotel Bar
182,Chatra,23.376190185546875,85.43927764892578,KFC,23.354085440356737,85.33287155675063,Fast Food Restaurant
183,Chatra,23.376190185546875,85.43927764892578,Hot and Cold,23.411074865453628,85.44116735458374,Coffee Shop
184,Chatra,23.376190185546875,85.43927764892578,Sharma Dhaba,23.42362900797229,85.43835076011172,Coffee Shop
185,Chatra,23.376190185546875,85.43927764892578,Reliance Mart,23.396301502557755,85.31420487446655,Department Store
186,Chatra,23.376190185546875,85.43927764892578,Hatia Railway Station,23.309754476257524,85.30840584304235,Train Station
187,Cheldagsoso,23.4094295501709,85.4936294555664,Radisson Blu Hotel Ranchi,23.35146348398378,85.32433301210403,Hotel
188,Cheldagsoso,23.4094295501709,85.4936294555664,Kaveri,23.3580377501143,85.32503349521737,Indian Restaurant
189,Cheldagsoso,23.4094295501709,85.4936294555664,"Fun Cinema, Ranchi",23.3335764728848,85.31929282543678,Multiplex
190,Cheldagsoso,23.4094295501709,85.4936294555664,GEL Church Complex,23.357995470516006,85.32481103817312,Shopping Mall
191,Cheldagsoso,23.4094295501709,85.4936294555664,Domino's Pizza,23.35915860844852,85.32557487487793,Pizza Place
192,Cheldagsoso,23.4094295501709,85.4936294555664,JD Hi Street Mall,23.35790298922666,85.32465771519264,Shopping Mall
193,Cheldagsoso,23.4094295501709,85.4936294555664,"The Great Kabab Factory,Radisson Blu",23.35141669626217,85.32433032989502,Indian Restaurant
194,Cheldagsoso,23.4094295501709,85.4936294555664,Cafe Coffee Day,23.35953534811086,85.3254136477807,Café
195,Cheldagsoso,23.4094295501709,85.4936294555664,Hotel Chanakya BNR,23.350351700782948,85.33382505477717,Hotel Bar
196,Cheldagsoso,23.4094295501709,85.4936294555664,KFC,23.354085440356737,85.33287155675063,Fast Food Restaurant
197,Cheldagsoso,23.4094295501709,85.4936294555664,Hot and Cold,23.411074865453628,85.44116735458374,Coffee Shop
198,Cheldagsoso,23.4094295501709,85.4936294555664,Sharma Dhaba,23.42362900797229,85.43835076011172,Coffee Shop
199,Cheldagsoso,23.4094295501709,85.4936294555664,Reliance Mart,23.396301502557755,85.31420487446655,Department Store
200,Cheldagsoso,23.4094295501709,85.4936294555664,Hatia Railway Station,23.309754476257524,85.30840584304235,Train Station
201,Dahua,23.38186073303223,85.61872100830078,Canteen,23.41284706430992,85.44221878051758,Food Court
202,Dahua,23.38186073303223,85.61872100830078,Hot and Cold,23.411074865453628,85.44116735458374,Coffee Shop
203,Dahua,23.38186073303223,85.61872100830078,Madhuvan,23.465309555495054,85.4605297398562,Restaurant
204,Dahua,23.38186073303223,85.61872100830078,Hostel IV,23.416174795809084,85.43749809265137,Fraternity House
205,Dahua,23.38186073303223,85.61872100830078,Sharma Dhaba,23.42362900797229,85.43835076011172,Coffee Shop
206,Dahua,23.38186073303223,85.61872100830078,Jungli Restaurant,23.412612289634342,85.41143571889907,Indian Restaurant
207,Dhurleta,23.387550354003906,85.5733413696289,Canteen,23.41284706430992,85.44221878051758,Food Court
208,Dhurleta,23.387550354003906,85.5733413696289,Hot and Cold,23.411074865453628,85.44116735458374,Coffee Shop
209,Dhurleta,23.387550354003906,85.5733413696289,Hostel IV,23.416174795809084,85.43749809265137,Fraternity House
210,Dhurleta,23.387550354003906,85.5733413696289,Sharma Dhaba,23.42362900797229,85.43835076011172,Coffee Shop
211,Dhurleta,23.387550354003906,85.5733413696289,Madhuvan,23.465309555495054,85.4605297398562,Restaurant
212,Dhurleta,23.387550354003906,85.5733413696289,Jungli Restaurant,23.412612289634342,85.41143571889907,Indian Restaurant
213,Dhurleta,23.387550354003906,85.5733413696289,The Royal Retreat,23.39922736254346,85.3906835796376,Resort
214,Dimra,23.398929595947266,85.6530532836914,Swarnrekha,23.522962,85.70367,Dhaba
215,Dimra,23.398929595947266,85.6530532836914,HDFC Bank,23.536451,85.720508,ATM
216,Dimra,23.398929595947266,85.6530532836914,Axis Bank ATM,23.573150634766,85.58911895752,ATM
217,Dimra,23.398929595947266,85.6530532836914,Hot and Cold,23.411074865453628,85.44116735458374,Coffee Shop
218,Dokad,23.385700225830078,85.61662292480469,Canteen,23.41284706430992,85.44221878051758,Food Court
219,Dokad,23.385700225830078,85.61662292480469,Hot and Cold,23.411074865453628,85.44116735458374,Coffee Shop
220,Dokad,23.385700225830078,85.61662292480469,Madhuvan,23.465309555495054,85.4605297398562,Restaurant
221,Dokad,23.385700225830078,85.61662292480469,Hostel IV,23.416174795809084,85.43749809265137,Fraternity House
222,Dokad,23.385700225830078,85.61662292480469,Sharma Dhaba,23.42362900797229,85.43835076011172,Coffee Shop
223,Dokad,23.385700225830078,85.61662292480469,Jungli Restaurant,23.412612289634342,85.41143571889907,Indian Restaurant
224,Dumargarhi,23.341289520263672,85.65991973876953,Hotel Panchwati,23.19220542907715,85.55433654785156,Fast Food Restaurant
225,Dumargarhi,23.341289520263672,85.65991973876953,Swarnrekha,23.522962,85.70367,Dhaba
226,Dumargarhi,23.341289520263672,85.65991973876953,Muri Railway Station,23.376722038171216,85.86697726242322,Platform
227,Dumargarhi,23.341289520263672,85.65991973876953,Muri,23.376867,85.867236,Light Rail Station
228,Getalsud,23.376190185546875,85.43927764892578,Radisson Blu Hotel Ranchi,23.35146348398378,85.32433301210403,Hotel
229,Getalsud,23.376190185546875,85.43927764892578,Kaveri,23.3580377501143,85.32503349521737,Indian Restaurant
230,Getalsud,23.376190185546875,85.43927764892578,"Fun Cinema, Ranchi",23.3335764728848,85.31929282543678,Multiplex
231,Getalsud,23.376190185546875,85.43927764892578,GEL Church Complex,23.357995470516006,85.32481103817312,Shopping Mall
232,Getalsud,23.376190185546875,85.43927764892578,JSCA International Stadium Complex,23.310397965140343,85.27495782117664,Stadium
233,Getalsud,23.376190185546875,85.43927764892578,Domino's Pizza,23.35915860844852,85.32557487487793,Pizza Place
234,Getalsud,23.376190185546875,85.43927764892578,JD Hi Street Mall,23.35790298922666,85.32465771519264,Shopping Mall
235,Getalsud,23.376190185546875,85.43927764892578,"The Great Kabab Factory,Radisson Blu",23.35141669626217,85.32433032989502,Indian Restaurant
236,Getalsud,23.376190185546875,85.43927764892578,Cafe Coffee Day,23.35953534811086,85.3254136477807,Café
237,Getalsud,23.376190185546875,85.43927764892578,Hotel Chanakya BNR,23.350351700782948,85.33382505477717,Hotel Bar
238,Getalsud,23.376190185546875,85.43927764892578,KFC,23.354085440356737,85.33287155675063,Fast Food Restaurant
239,Getalsud,23.376190185546875,85.43927764892578,Hot and Cold,23.411074865453628,85.44116735458374,Coffee Shop
240,Getalsud,23.376190185546875,85.43927764892578,Sharma Dhaba,23.42362900797229,85.43835076011172,Coffee Shop
241,Getalsud,23.376190185546875,85.43927764892578,Reliance Mart,23.396301502557755,85.31420487446655,Department Store
242,Getalsud,23.376190185546875,85.43927764892578,Hatia Railway Station,23.309754476257524,85.30840584304235,Train Station
243,Guridih,23.359220504760746,85.61184692382812,Canteen,23.41284706430992,85.44221878051758,Food Court
244,Guridih,23.359220504760746,85.61184692382812,Hot and Cold,23.411074865453628,85.44116735458374,Coffee Shop
245,Guridih,23.359220504760746,85.61184692382812,Hostel IV,23.416174795809084,85.43749809265137,Fraternity House
