,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
54,Sowcarpet,13.090999603271484,80.28343200683594,Reliance Fresh,13.094054748562284,80.27958213981825,Department Store
55,Sowcarpet,13.090999603271484,80.28343200683594,Evening bazaar,13.085633208926515,80.28226544253332,Convenience Store
56,Sowcarpet,13.090999603271484,80.28343200683594,Dindigul Thalappakatti Biriyani Restaurant,13.08852757749359,80.28999919161954,Indian Restaurant
57,Sowcarpet,13.090999603271484,80.28343200683594,Burma Food,13.092284245420961,80.29086994241166,Fast Food Restaurant
58,Sowcarpet,13.090999603271484,80.28343200683594,Chennai Port,13.0854794158517,80.2900264027176,Harbor / Marina
59,Puzhal,13.169719696044922,80.20722198486328,MedPlus,13.17135,80.20046,Pharmacy
60,Moolakadai,13.132369995117188,80.2399673461914,Starbucks,13.130024662931337,80.24212132373013,Coffee Shop
61,Moolakadai,13.132369995117188,80.2399673461914,Amazing munnar tourism,13.131399242263608,80.24317932122358,Tourist Information Center
62,Moolakadai,13.132369995117188,80.2399673461914,Teflon Fitness,13.127268718212644,80.241734706735,Gym
63,Moolakadai,13.132369995117188,80.2399673461914,Crunchy Fried Chicken,13.12622985524566,80.24154956557877,Burger Joint
64,Moolakadai,13.132369995117188,80.2399673461914,Glass Store,13.128104872791512,80.24569362401962,Asian Restaurant
65,Central,13.10821,80.18347,Apollo Pharmacy,13.108479,80.18329,Pharmacy
66,Central,13.10821,80.18347,Sharjah Juice Shop,13.110558331109209,80.18328087659783,Dessert Shop
67,Central,13.10821,80.18347,Thalapa Kattu Biriyani,13.112894024037,80.18004952201255,Indian Restaurant
68,Central,13.10821,80.18347,sellandbuy,13.100211194785802,80.18550753593445,Business Service
69,Kodungaiyur,13.136619567871096,80.24476623535156,Starbucks,13.130024662931337,80.24212132373013,Coffee Shop
70,Kodungaiyur,13.136619567871096,80.24476623535156,French Loaf,13.141224757886691,80.2447894775255,Bakery
71,Kodungaiyur,13.136619567871096,80.24476623535156,Amazing munnar tourism,13.131399242263608,80.24317932122358,Tourist Information Center
72,Kodungaiyur,13.136619567871096,80.24476623535156,Glass Store,13.128104872791512,80.24569362401962,Asian Restaurant
73,Madhavaram Milk Colony,13.149999618530273,80.23999786376953,I'm Lost,13.149481331682182,80.23840754969869,Moving Target
74,Madhavaram Milk Colony,13.149999618530273,80.23999786376953,CEELAM Bakers & Sweets,13.149024827344947,80.245127074682,Bakery
75,Madhavaram Milk Colony,13.149999618530273,80.23999786376953,Common Man Self Help Group,13.149781805171687,80.24555817246437,IT Services
76,Madhavaram Milk Colony,13.149999618530273,80.23999786376953,Axis Bank ATM,13.154795646668,80.247062683105,ATM
77,Madhavaram Milk Colony,13.149999618530273,80.23999786376953,Axis Bank ATM,13.1478,80.23131,ATM
78,Mathur MMDA,13.083620071411133,80.28251647949219,Kakada Ramprasad,13.090415399815164,80.27911076464765,Indian Restaurant
79,Mathur MMDA,13.083620071411133,80.28251647949219,Fort Museum,13.080618432998454,80.2877188704723,Museum
80,Mathur MMDA,13.083620071411133,80.28251647949219,Hotel Buhari,13.081525548560517,80.27428604106164,Indian Restaurant
81,Mathur MMDA,13.083620071411133,80.28251647949219,French Loaf,13.083778760487695,80.2752549307981,Sandwich Place
82,Mathur MMDA,13.083620071411133,80.28251647949219,Higginbothams,13.08318961077487,80.27516784004308,Bookstore
83,Mathur MMDA,13.083620071411133,80.28251647949219,Burma Bazaar,13.08890366314553,80.28991755827279,Video Store
84,Mathur MMDA,13.083620071411133,80.28251647949219,Hotel Saravana Bhavan,13.082935395914943,80.27503183122415,Vegetarian / Vegan Restaurant
85,Mathur MMDA,13.083620071411133,80.28251647949219,Parrys,13.088421590690437,80.28328322474236,Market
86,Mathur MMDA,13.083620071411133,80.28251647949219,Murugan Idli Shop,13.088824190710326,80.28784232861653,Asian Restaurant
87,Mathur MMDA,13.083620071411133,80.28251647949219,Evening bazaar,13.085633208926515,80.28226544253332,Convenience Store
88,Mathur MMDA,13.083620071411133,80.28251647949219,Chennai Central Station,13.082762183168839,80.27490112404834,Train Station
89,Mathur MMDA,13.083620071411133,80.28251647949219,Delhi Hotel,13.084731336414936,80.27610950407727,Hotel
90,Mathur MMDA,13.083620071411133,80.28251647949219,Hotel ShivaSagar,13.085350422131853,80.27541278256314,Indian Restaurant
91,Mathur MMDA,13.083620071411133,80.28251647949219,Chennai Central Station Platform 2A,13.085030398648122,80.27533657829953,Platform
92,Mathur MMDA,13.083620071411133,80.28251647949219,Central Bus Stand,13.081912004383135,80.27531480564019,Bus Station
93,Mathur MMDA,13.083620071411133,80.28251647949219,Chennai Central Platform No.2A,13.085103787192775,80.27514606734033,Platform
94,Mathur MMDA,13.083620071411133,80.28251647949219,Chennai - Bangalore Shatabdi,13.086080131586522,80.27528758980813,Moving Target
95,Mathur MMDA,13.083620071411133,80.28251647949219,Chennai Port,13.0854794158517,80.2900264027176,Harbor / Marina
96,Mathur MMDA,13.083620071411133,80.28251647949219,Chennai Central Platform # 1,13.084625262065519,80.27478137373647,Platform
97,Mathur MMDA,13.083620071411133,80.28251647949219,City Tower Hotel Chennai,13.081502797863267,80.27501543100615,Hotel
98,Mathur MMDA,13.083620071411133,80.28251647949219,Chennai Park Town MRTS,13.07957900937133,80.27548354360363,Train Station
99,Mathur MMDA,13.083620071411133,80.28251647949219,Hotel Anjappar,13.081013085014915,80.27463440721307,Indian Restaurant
100,Mathur MMDA,13.083620071411133,80.28251647949219,Dindigul Thalappakatti Biriyani Restaurant,13.08852757749359,80.28999919161954,Indian Restaurant
101,Kolathur,13.131839752197266,80.19924926757812,Domino's Pizza,13.134,80.207,Pizza Place
102,Kolathur,13.131839752197266,80.19924926757812,Shirdipuram,13.140125502402029,80.20135402679442,Astrologer
103,Kolathur,13.131839752197266,80.19924926757812,RS Bhavan,13.123988334830571,80.2034672617507,Indian Restaurant
104,Kolathur,13.131839752197266,80.19924926757812,Puthagaram,13.140671,80.19998,Bus Stop
105,Parry's Corner,13.085439682006836,80.28373718261719,Kakada Ramprasad,13.090415399815164,80.27911076464765,Indian Restaurant
106,Parry's Corner,13.085439682006836,80.28373718261719,Fort Museum,13.080618432998454,80.2877188704723,Museum
107,Parry's Corner,13.085439682006836,80.28373718261719,Burma Bazaar,13.08890366314553,80.28991755827279,Video Store
108,Parry's Corner,13.085439682006836,80.28373718261719,Parrys,13.088421590690437,80.28328322474236,Market
109,Parry's Corner,13.085439682006836,80.28373718261719,French Loaf,13.083778760487695,80.2752549307981,Sandwich Place
110,Parry's Corner,13.085439682006836,80.28373718261719,Higginbothams,13.08318961077487,80.27516784004308,Bookstore
111,Parry's Corner,13.085439682006836,80.28373718261719,Hotel Saravana Bhavan,13.082935395914943,80.27503183122415,Vegetarian / Vegan Restaurant
112,Parry's Corner,13.085439682006836,80.28373718261719,Evening bazaar,13.085633208926515,80.28226544253332,Convenience Store
113,Parry's Corner,13.085439682006836,80.28373718261719,Murugan Idli Shop,13.088824190710326,80.28784232861653,Asian Restaurant
114,Parry's Corner,13.085439682006836,80.28373718261719,Chennai Port,13.0854794158517,80.2900264027176,Harbor / Marina
115,Parry's Corner,13.085439682006836,80.28373718261719,Dindigul Thalappakatti Biriyani Restaurant,13.08852757749359,80.28999919161954,Indian Restaurant
116,Parry's Corner,13.085439682006836,80.28373718261719,Delhi Hotel,13.084731336414936,80.27610950407727,Hotel
117,Parry's Corner,13.085439682006836,80.28373718261719,Sea Shore Resturant,13.085648873290433,80.29194204199956,Indian Restaurant
118,Parry's Corner,13.085439682006836,80.28373718261719,Hotel ShivaSagar,13.085350422131853,80.27541278256314,Indian Restaurant
119,Parry's Corner,13.085439682006836,80.28373718261719,Chennai Central Station Platform 2A,13.085030398648122,80.27533657829953,Platform
120,Parry's Corner,13.085439682006836,80.28373718261719,Chennai - Bangalore Shatabdi,13.086080131586522,80.27528758980813,Moving Target
121,Parry's Corner,13.085439682006836,80.28373718261719,Chennai Central Platform No.2A,13.085103787192775,80.27514606734033,Platform
122,Parry's Corner,13.085439682006836,80.28373718261719,Chennai Central Platform # 1,13.084625262065519,80.27478137373647,Platform
123,Parry's Corner,13.085439682006836,80.28373718261719,Central Bus Stand,13.081912004383135,80.27531480564019,Bus Station
124,Purasawalkam,13.083149909973145,80.26236724853516,Links,13.079985797801971,80.25460515237084,Snack Place
125,Purasawalkam,13.083149909973145,80.26236724853516,Hotel Welcome,13.085734049593137,80.25462121775344,Hotel
126,Purasawalkam,13.083149909973145,80.26236724853516,National Durbar Hotel,13.081300779830098,80.27060089302557,Indian Restaurant
127,Purasawalkam,13.083149909973145,80.26236724853516,Ramada Chennai Egmore,13.076835788580052,80.26516719479804,Hotel
128,Purasawalkam,13.083149909973145,80.26236724853516,Cup O Cafe,13.081035260310694,80.2555938258994,Italian Restaurant
129,Purasawalkam,13.083149909973145,80.26236724853516,Domino's Pizza,13.082,80.261,Pizza Place
130,Purasawalkam,13.083149909973145,80.26236724853516,Fruit Shop,13.081195462495762,80.25562956800843,Farmers Market
131,Purasawalkam,13.083149909973145,80.26236724853516,Fruit shop on greams road,13.074158485398215,80.26209974777065,Farmers Market
132,Purasawalkam,13.083149909973145,80.26236724853516,cafe coffee day,13.081397970978546,80.25554655005855,Café
133,Purasawalkam,13.083149909973145,80.26236724853516,Albert Theatre,13.076235243156598,80.26407120062109,Movie Theater
134,Purasawalkam,13.083149909973145,80.26236724853516,Domino's Pizza,13.078,80.259,Pizza Place
135,Purasawalkam,13.083149909973145,80.26236724853516,Café Coffee Day,13.075381647684422,80.25911808013916,Café
136,Purasawalkam,13.083149909973145,80.26236724853516,Adyar Ananda Bhavan,13.085623224270355,80.25380068300758,Indian Restaurant
137,Purasawalkam,13.083149909973145,80.26236724853516,Doveton Cafe,13.086823021015405,80.25809632255645,Indian Restaurant
138,Purasawalkam,13.083149909973145,80.26236724853516,Jawaharlal Nehru Stadium.,13.085253424333473,80.27086217911805,Soccer Stadium
139,Purasawalkam,13.083149909973145,80.26236724853516,Margin Free Juice Shop,13.085467338562012,80.2657241821289,Juice Bar
140,Purasawalkam,13.083149909973145,80.26236724853516,Saravana Stores,13.08652312482245,80.25697504249102,Department Store
141,Purasawalkam,13.083149909973145,80.26236724853516,Hotel Royal Regency,13.080351709391584,80.2676668125858,Hotel
142,Purasawalkam,13.083149909973145,80.26236724853516,National Lodge - Meals,13.08025030389306,80.25425802380464,Indian Restaurant
143,Purasawalkam,13.083149909973145,80.26236724853516,Board Walk,13.076744403893864,80.2649884908641,Hotel Bar
144,Purasawalkam,13.083149909973145,80.26236724853516,Sudha Hotel,13.078903004701695,80.25564014247006,Diner
145,Purasawalkam,13.083149909973145,80.26236724853516,Bell Central Restaurant,13.080881391236332,80.26974626413302,Asian Restaurant
146,Purasawalkam,13.083149909973145,80.26236724853516,Bell Central,13.080639250556708,80.2697244900358,Hotel
147,Purasawalkam,13.083149909973145,80.26236724853516,Hotel Pandian,13.07549602434611,80.2628653707965,Hotel
148,Purasawalkam,13.083149909973145,80.26236724853516,Marina Inn,13.075399068069823,80.25927772138198,Hotel
149,Purasawalkam,13.083149909973145,80.26236724853516,Central station,13.079154435920882,80.25439958117055,Train Station
150,Perambur,13.114819526672365,80.24015808105469,S2 Cinemas,13.11231283744253,80.23652428109273,Multiplex
151,Perambur,13.114819526672365,80.24015808105469,Domino's Pizza,13.118,80.235,Pizza Place
152,Perambur,13.114819526672365,80.24015808105469,Singapore Shopping,13.111385306005111,80.2416475815353,Shopping Mall
153,Perambur,13.114819526672365,80.24015808105469,Ajantha cafe pizza,13.111887224697824,80.23763428013321,Pizza Place
154,Perambur,13.114819526672365,80.24015808105469,Screen 4,13.114076520805602,80.2361040569355,Multiplex
155,Perambur,13.114819526672365,80.24015808105469,S 2 Cinemas,13.112594442735599,80.23659961266152,Multiplex
156,Perambur,13.114819526672365,80.24015808105469,Sri Srinivasa Sweets,13.11911806908466,80.24140254143182,Snack Place
157,Perambur,13.114819526672365,80.24015808105469,Wangs Kitchen,13.115748735898176,80.2459220562305,Chinese Restaurant
158,Perambur,13.114819526672365,80.24015808105469,Perambur Railway Station,13.107822845153832,80.24445732417405,Train Station
159,Perambur,13.114819526672365,80.24015808105469,Hotel Sangeetha Restaurant,13.108143037062964,80.24466532852009,Vegetarian / Vegan Restaurant
160,Perambur,13.114819526672365,80.24015808105469,A2b,13.108271230714859,80.24534487858652,Restaurant
161,Perambur,13.114819526672365,80.24015808105469,Perambur Bus Stand,13.108191585490626,80.24545922541266,Bus Station
162,Perambur,13.114819526672365,80.24015808105469,McRennett,13.10819548016498,80.24613441305522,Bakery
163,Vallalar Nagar,13.135689735412598,80.13417053222656,Apollo Pharmacy,13.136333,80.1301516,Pharmacy
164,Vallalar Nagar,13.135689735412598,80.13417053222656,Thirumullaivayol,13.13327963086417,80.13089520515629,Bus Station
165,Vallalar Nagar,13.135689735412598,80.13417053222656,S.S Hyderabad Biryani (P)Ltd,13.130370964566241,80.13437246766915,Halal Restaurant
166,Vallalar Nagar,13.135689735412598,80.13417053222656,Golden Super Market,13.130320034587644,80.13130829024912,Market
167,Vallalar Nagar,13.135689735412598,80.13417053222656,marry brown,13.128381729125977,80.13333129882812,Fast Food Restaurant
168,New Washermenpet,13.08388900756836,80.2699966430664,National Durbar Hotel,13.081300779830098,80.27060089302557,Indian Restaurant
169,New Washermenpet,13.08388900756836,80.2699966430664,Pasha,13.080774135669952,80.27289390563965,Nightclub
170,New Washermenpet,13.08388900756836,80.2699966430664,Hotel Buhari,13.081525548560517,80.27428604106164,Indian Restaurant
171,New Washermenpet,13.08388900756836,80.2699966430664,Ramada Chennai Egmore,13.076835788580052,80.26516719479804,Hotel
172,New Washermenpet,13.08388900756836,80.2699966430664,French Loaf,13.083778760487695,80.2752549307981,Sandwich Place
173,New Washermenpet,13.08388900756836,80.2699966430664,Higginbothams,13.08318961077487,80.27516784004308,Bookstore
174,New Washermenpet,13.08388900756836,80.2699966430664,Hotel Saravana Bhavan,13.082935395914943,80.27503183122415,Vegetarian / Vegan Restaurant
175,New Washermenpet,13.08388900756836,80.2699966430664,Jawaharlal Nehru Stadium.,13.085253424333473,80.27086217911805,Soccer Stadium
176,New Washermenpet,13.08388900756836,80.2699966430664,Domino's Pizza,13.082,80.261,Pizza Place
177,New Washermenpet,13.08388900756836,80.2699966430664,Moore Market,13.082200206058852,80.27289256231535,Bookstore
178,New Washermenpet,13.08388900756836,80.2699966430664,Chennai Central Station,13.082762183168839,80.27490112404834,Train Station
179,New Washermenpet,13.08388900756836,80.2699966430664,Bell Central,13.080639250556708,80.2697244900358,Hotel
180,New Washermenpet,13.08388900756836,80.2699966430664,Hotel Shanthi,13.085166637008049,80.26553287205479,Vegetarian / Vegan Restaurant
181,New Washermenpet,13.08388900756836,80.2699966430664,Central Bus Stand,13.081912004383135,80.27531480564019,Bus Station
182,New Washermenpet,13.08388900756836,80.2699966430664,Hot And Cold,13.085603330096097,80.26365474216297,Food
183,New Washermenpet,13.08388900756836,80.2699966430664,Chennai Park Town MRTS,13.07957900937133,80.27548354360363,Train Station
184,New Washermenpet,13.08388900756836,80.2699966430664,Spencer's Daily,13.084525616721418,80.26265305586365,Department Store
185,New Washermenpet,13.08388900756836,80.2699966430664,Fortel,13.078276442768038,80.26397395292341,Hotel
186,New Washermenpet,13.08388900756836,80.2699966430664,MINTBAZAR,13.08586312834893,80.27842788095454,Outlet Store
187,New Washermenpet,13.08388900756836,80.2699966430664,Board Walk,13.076744403893864,80.2649884908641,Hotel Bar
188,Mannadi,13.100879669189453,80.29380798339844,Royapuram Railway Station,13.103658264896644,80.28898149026057,Train Station
189,Mannadi,13.100879669189453,80.29380798339844,kabab center,13.10580439583518,80.29089715322934,Fast Food Restaurant
190,Mannadi,13.100879669189453,80.29380798339844,Hotel Pandia's,13.107839298839668,80.29113292694092,Indian Restaurant
191,Mannadi,13.100879669189453,80.29380798339844,MILKY Way Royapuram,13.10838444984674,80.29166993679327,Ice Cream Shop
192,Mannadi,13.100879669189453,80.29380798339844,Green Trends Hair And Style Salon,13.10861254550437,80.29196977615356,Spa
193,George Town,13.098030090332033,80.29051208496094,Burma Food,13.092284245420961,80.29086994241166,Fast Food Restaurant
194,George Town,13.098030090332033,80.29051208496094,Royapuram Railway Station,13.103658264896644,80.28898149026057,Train Station
195,George Town,13.098030090332033,80.29051208496094,kabab center,13.10580439583518,80.29089715322934,Fast Food Restaurant
196,George Town,13.098030090332033,80.29051208496094,Broadway,13.090350968838438,80.28571605557204,Bus Station
197,Basin Bridge,13.098259925842285,80.2683334350586,Minjur railway station,13.096798150061787,80.27164058915581,Platform
198,Basin Bridge,13.098259925842285,80.2683334350586,Chennai Central - Platform #1,13.096043033688558,80.2718365513943,Platform
199,Basin Bridge,13.098259925842285,80.2683334350586,BasinBridge Railway station,13.095095021736812,80.2722230311463,Train Station
200,Basin Bridge,13.098259925842285,80.2683334350586,Basin Bridge Station,13.103046316940233,80.27118334216873,Platform
201,Basin Bridge,13.098259925842285,80.2683334350586,Kaveri express,13.102331161499023,80.27239227294922,Moving Target
202,Basin Bridge,13.098259925842285,80.2683334350586,Pattalam market (Bogipalayam),13.098027229309082,80.26134490966797,Market
203,Basin Bridge,13.098259925842285,80.2683334350586,Balu's Bird Land,13.090277098188405,80.27003477039241,Pet Store
204,Basin Bridge,13.098259925842285,80.2683334350586,Pizza Hut,13.1062,80.266182,Pizza Place
205,Basin Bridge,13.098259925842285,80.2683334350586,Basin Railway Bridge,13.10650388218061,80.2711724553056,Light Rail Station
206,Basin Bridge,13.098259925842285,80.2683334350586,Platform 9,13.091496,80.273984,Platform
207,Park Town,13.078669548034668,80.27957153320312,Fort Museum,13.080618432998454,80.2877188704723,Museum
208,Park Town,13.078669548034668,80.27957153320312,Pasha,13.080774135669952,80.27289390563965,Nightclub
209,Park Town,13.078669548034668,80.27957153320312,Hotel Buhari,13.081525548560517,80.27428604106164,Indian Restaurant
210,Park Town,13.078669548034668,80.27957153320312,Higginbothams,13.08318961077487,80.27516784004308,Bookstore
211,Park Town,13.078669548034668,80.27957153320312,French Loaf,13.083778760487695,80.2752549307981,Sandwich Place
212,Park Town,13.078669548034668,80.27957153320312,Hotel Saravana Bhavan,13.082935395914943,80.27503183122415,Vegetarian / Vegan Restaurant
213,Park Town,13.078669548034668,80.27957153320312,Chennai Central Station,13.082762183168839,80.27490112404834,Train Station
214,Park Town,13.078669548034668,80.27957153320312,Chennai Park Town MRTS,13.07957900937133,80.27548354360363,Train Station
215,Park Town,13.078669548034668,80.27957153320312,Moore Market,13.082200206058852,80.27289256231535,Bookstore
216,Park Town,13.078669548034668,80.27957153320312,Central Bus Stand,13.081912004383135,80.27531480564019,Bus Station
217,Park Town,13.078669548034668,80.27957153320312,M.A.Ethirajulu Naidu,13.085512915303365,80.27955269868511,Furniture / Home Store
218,Park Town,13.078669548034668,80.27957153320312,Delhi Hotel,13.084731336414936,80.27610950407727,Hotel
219,Park Town,13.078669548034668,80.27957153320312,MINTBAZAR,13.08586312834893,80.27842788095454,Outlet Store
220,Park Town,13.078669548034668,80.27957153320312,Evening bazaar,13.085633208926515,80.28226544253332,Convenience Store
221,Park Town,13.078669548034668,80.27957153320312,Chennai Central Platform # 1,13.084625262065519,80.27478137373647,Platform
222,Park Town,13.078669548034668,80.27957153320312,Chennai Central Station Platform 2A,13.085030398648122,80.27533657829953,Platform
223,Park Town,13.078669548034668,80.27957153320312,Chennai Central Platform No.2A,13.085103787192775,80.27514606734033,Platform
224,Park Town,13.078669548034668,80.27957153320312,Hotel ShivaSagar,13.085350422131853,80.27541278256314,Indian Restaurant
225,Park Town,13.078669548034668,80.27957153320312,Chennai - Bangalore Shatabdi,13.086080131586522,80.27528758980813,Moving Target
226,Periametu,13.087080001831055,80.2697982788086,National Durbar Hotel,13.081300779830098,80.27060089302557,Indian Restaurant
227,Periametu,13.087080001831055,80.2697982788086,Pasha,13.080774135669952,80.27289390563965,Nightclub
228,Periametu,13.087080001831055,80.2697982788086,Hotel Buhari,13.081525548560517,80.27428604106164,Indian Restaurant
229,Periametu,13.087080001831055,80.2697982788086,French Loaf,13.083778760487695,80.2752549307981,Sandwich Place
230,Periametu,13.087080001831055,80.2697982788086,Higginbothams,13.08318961077487,80.27516784004308,Bookstore
231,Periametu,13.087080001831055,80.2697982788086,Hotel Saravana Bhavan,13.082935395914943,80.27503183122415,Vegetarian / Vegan Restaurant
232,Periametu,13.087080001831055,80.2697982788086,Jawaharlal Nehru Stadium.,13.085253424333473,80.27086217911805,Soccer Stadium
233,Periametu,13.087080001831055,80.2697982788086,Moore Market,13.082200206058852,80.27289256231535,Bookstore
234,Periametu,13.087080001831055,80.2697982788086,Chennai Central Station,13.082762183168839,80.27490112404834,Train Station
235,Periametu,13.087080001831055,80.2697982788086,Hotel Shanthi,13.085166637008049,80.26553287205479,Vegetarian / Vegan Restaurant
236,Periametu,13.087080001831055,80.2697982788086,Hot And Cold,13.085603330096097,80.26365474216297,Food
237,Periametu,13.087080001831055,80.2697982788086,Bell Central Restaurant,13.080881391236332,80.26974626413302,Asian Restaurant
238,Periametu,13.087080001831055,80.2697982788086,Bell Central,13.080639250556708,80.2697244900358,Hotel
239,Periametu,13.087080001831055,80.2697982788086,Hotel Royal Regency,13.080351709391584,80.2676668125858,Hotel
240,Periametu,13.087080001831055,80.2697982788086,Spencer's Daily,13.084525616721418,80.26265305586365,Department Store
